x_axis,z_axis,time,task_name
-0.0323681533336639,0.0,0.0,ascent
-0.0323681533336639,0.0012855620487876,0.01,ascent
-0.0323681533336639,0.0025711240975753,0.02,ascent
-0.0323681533336639,0.0038566861463629,0.03,ascent
-0.0323681533336639,0.0051422481951506,0.04,ascent
-0.0323681533336639,0.0064278102439382,0.05,ascent
-0.0323681533336639,0.0077133722927259,0.06,ascent
-0.0323681533336639,0.0089989343415135,0.07,ascent
-0.0323681533336639,0.0102844963903012,0.08,ascent
-0.0323681533336639,0.0115700584390889,0.09,ascent
-0.0323681533336639,0.0128556204878765,0.1,ascent
-0.0323681533336639,0.0141411825366642,0.11,ascent
-0.0323681533336639,0.0154267445854518,0.12,ascent
-0.0323681533336639,0.0167123066342395,0.13,ascent
-0.0323681533336639,0.0179978686830271,0.14,ascent
-0.0323681533336639,0.0192834307318148,0.15,ascent
-0.0323681533336639,0.0205689927806024,0.16,ascent
-0.0323681533336639,0.0218545548293901,0.17,ascent
-0.0323681533336639,0.0231401168781778,0.18,ascent
-0.0323681533336639,0.0244256789269654,0.19,ascent
-0.0323681533336639,0.0257112409757531,0.2,ascent
-0.0323681533336639,0.0269968030245407,0.21,ascent
-0.0323681533336639,0.0282823650733284,0.22,ascent
-0.0323681533336639,0.029567927122116,0.23,ascent
-0.0323681533336639,0.0308534891709037,0.24,ascent
-0.0323681533336639,0.0321390512196914,0.25,ascent
-0.0323681533336639,0.033424613268479,0.26,ascent
-0.0323681533336639,0.0347101753172667,0.27,ascent
-0.0323681533336639,0.0359957373660543,0.28,ascent
-0.0323681533336639,0.037281299414842,0.29,ascent
-0.0323681533336639,0.0385668614636296,0.3,ascent
-0.0323681533336639,0.0398524235124173,0.31,ascent
-0.0323681533336639,0.0411379855612049,0.32,ascent
-0.0323681533336639,0.0424235476099926,0.33,ascent
-0.0323681533336639,0.0437091096587803,0.34,ascent
-0.0323681533336639,0.0449946717075679,0.35,ascent
-0.0323681533336639,0.0462802337563556,0.36,ascent
-0.0323681533336639,0.0475657958051432,0.37,ascent
-0.0323681533336639,0.0488513578539309,0.38,ascent
-0.0323681533336639,0.0501369199027185,0.39,ascent
-0.0323681533336639,0.0514224819515062,0.4,ascent
-0.0323681533336639,0.0527080440002938,0.41,ascent
-0.0323681533336639,0.0539936060490815,0.42,ascent
-0.0323681533336639,0.0552791680978692,0.43,ascent
-0.0323681533336639,0.0565647301466568,0.44,ascent
