x_axis,z_axis,time,task_name
0.0213605463504791,0.0,0.0,ascent
0.0213605463504791,0.0013063263932996,0.01,ascent
0.0213605463504791,0.0026126527865993,0.02,ascent
0.0213605463504791,0.003918979179899,0.03,ascent
0.0213605463504791,0.0052253055731987,0.04,ascent
0.0213605463504791,0.0065316319664983,0.05,ascent
0.0213605463504791,0.007837958359798,0.06,ascent
0.0213605463504791,0.0091442847530977,0.07,ascent
0.0213605463504791,0.0104506111463974,0.08,ascent
0.0213605463504791,0.011756937539697,0.09,ascent
0.0213605463504791,0.0130632639329967,0.1,ascent
0.0213605463504791,0.0143695903262964,0.11,ascent
0.0213605463504791,0.0156759167195961,0.12,ascent
0.0213605463504791,0.0169822431128958,0.13,ascent
0.0213605463504791,0.0182885695061954,0.14,ascent
0.0213605463504791,0.0195948958994951,0.15,ascent
0.0213605463504791,0.0209012222927948,0.16,ascent
0.0213605463504791,0.0222075486860945,0.17,ascent
0.0213605463504791,0.0235138750793941,0.18,ascent
0.0213605463504791,0.0248202014726938,0.19,ascent
0.0213605463504791,0.0261265278659935,0.2,ascent
0.0213605463504791,0.0274328542592932,0.21,ascent
0.0213605463504791,0.0287391806525928,0.22,ascent
0.0213605463504791,0.0300455070458925,0.23,ascent
0.0213605463504791,0.0313518334391922,0.24,ascent
0.0213605463504791,0.0326581598324919,0.25,ascent
0.0213605463504791,0.0339644862257916,0.26,ascent
0.0213605463504791,0.0352708126190912,0.27,ascent
0.0213605463504791,0.0365771390123909,0.28,ascent
0.0213605463504791,0.0378834654056906,0.29,ascent
0.0213605463504791,0.0391897917989903,0.3,ascent
0.0213605463504791,0.0404961181922899,0.31,ascent
0.0213605463504791,0.0418024445855896,0.32,ascent
0.0213605463504791,0.0431087709788893,0.33,ascent
0.0213605463504791,0.044415097372189,0.34,ascent
0.0213605463504791,0.0457214237654886,0.35,ascent
0.0213605463504791,0.0470277501587883,0.36,ascent
0.0213605463504791,0.048334076552088,0.37,ascent
0.0213605463504791,0.0496404029453877,0.38,ascent
0.0213605463504791,0.0509467293386874,0.39,ascent
0.0213605463504791,0.052253055731987,0.4,ascent
0.0213605463504791,0.0535593821252867,0.41,ascent
0.0213605463504791,0.0548657085185864,0.42,ascent
0.0213605463504791,0.0561720349118861,0.43,ascent
0.0213605463504791,0.0574783613051857,0.44,ascent
0.0213605463504791,0.0587846876984854,0.45,ascent
0.0213605463504791,0.0600910140917851,0.46,ascent
0.0213605463504791,0.0613973404850848,0.47,ascent
0.0213605463504791,0.0627036668783845,0.48,ascent
0.0213605463504791,0.0640099932716841,0.49,ascent
0.0213605463504791,0.0653163196649838,0.5,ascent
0.0213605463504791,0.0666226460582835,0.51,ascent
0.0213605463504791,0.0679289724515832,0.52,ascent
0.0213605463504791,0.0692352988448828,0.53,ascent
0.0213605463504791,0.0705416252381825,0.54,ascent
0.0213605463504791,0.0718479516314822,0.55,ascent
0.0213605463504791,0.0731542780247819,0.56,ascent
0.0213605463504791,0.0744606044180815,0.5700000000000001,ascent
0.0213605463504791,0.0757669308113812,0.58,ascent
0.0213605463504791,0.0770732572046809,0.59,ascent
0.0213605463504791,0.0783795835979806,0.6,ascent
0.0213605463504791,0.0796859099912803,0.61,ascent
0.0213605463504791,0.0809922363845799,0.62,ascent
0.0213605463504791,0.0822985627778796,0.63,ascent
0.0213605463504791,0.0836048891711793,0.64,ascent
0.0213605463504791,0.084911215564479,0.65,ascent
0.0213605463504791,0.0862175419577786,0.66,ascent
0.0213605463504791,0.0875238683510783,0.67,ascent
0.0213605463504791,0.088830194744378,0.68,ascent
0.0213605463504791,0.0901365211376777,0.6900000000000001,ascent
0.0213605463504791,0.0914428475309773,0.7000000000000001,ascent
0.0213605463504791,0.092749173924277,0.71,ascent
0.0213605463504791,0.0940555003175767,0.72,ascent
0.0213605463504791,0.0953618267108764,0.73,ascent
0.0213605463504791,0.096668153104176,0.74,ascent
0.0213605463504791,0.0979744794974757,0.75,ascent
0.0213605463504791,0.0992808058907754,0.76,ascent
0.0213605463504791,0.1005871322840751,0.77,ascent
0.0213605463504791,0.1018934586773748,0.78,ascent
0.0213605463504791,0.1031997850706744,0.79,ascent
0.0213605463504791,0.1045061114639741,0.8,ascent
0.0213605463504791,0.1058124378572738,0.81,ascent
0.0213605463504791,0.1071187642505735,0.8200000000000001,ascent
0.0213605463504791,0.1084250906438731,0.8300000000000001,ascent
0.0213605463504791,0.1097314170371728,0.84,ascent
0.0213605463504791,0.1110377434304725,0.85,ascent
0.0213605463504791,0.1123440698237722,0.86,ascent
0.0213605463504791,0.1136503962170718,0.87,ascent
0.0213605463504791,0.1149567226103715,0.88,ascent
0.0213605463504791,0.1162630490036712,0.89,ascent
0.0213605463504791,0.1175693753969709,0.9,ascent
0.0213605463504791,0.1188757017902706,0.91,ascent
0.0213605463504791,0.1201820281835702,0.92,ascent
0.0213605463504791,0.1214883545768699,0.93,ascent
0.0213605463504791,0.1227946809701696,0.94,ascent
0.0213605463504791,0.1241010073634693,0.95,ascent
0.0213605463504791,0.125407333756769,0.96,ascent
0.0213605463504791,0.1267136601500686,0.97,ascent
0.0213605463504791,0.1280199865433683,0.98,ascent
0.0213605463504791,0.129326312936668,0.99,ascent
0.0213605463504791,0.1306326393299677,1.0,ascent
0.0213605463504791,0.1319389657232673,1.01,ascent
0.0213605463504791,0.133245292116567,1.02,ascent
0.0213605463504791,0.1345516185098667,1.03,ascent
0.0213605463504791,0.1358579449031664,1.04,ascent
0.0213605463504791,0.137164271296466,1.05,ascent
0.0213605463504791,0.1384705976897657,1.06,ascent
0.0213605463504791,0.1397769240830654,1.07,ascent
0.0213605463504791,0.1410832504763651,1.08,ascent
0.0213605463504791,0.1423895768696647,1.09,ascent
0.0213605463504791,0.1436959032629644,1.1,ascent
0.0213605463504791,0.1450022296562641,1.11,ascent
0.0213605463504791,0.1463085560495638,1.12,ascent
0.0213605463504791,0.1476148824428635,1.13,ascent
0.0213605463504791,0.1489212088361631,1.14,ascent
0.0213605463504791,0.1502275352294628,1.15,ascent
0.0213605463504791,0.1515338616227625,1.16,ascent
0.0213605463504791,0.1528401880160622,1.17,ascent
0.0213605463504791,0.1541465144093618,1.18,ascent
0.0213605463504791,0.1554528408026615,1.19,ascent
0.0213605463504791,0.1567591671959612,1.2,ascent
0.0213605463504791,0.1580654935892609,1.21,ascent
0.0213605463504791,0.1593718199825606,1.22,ascent
0.0213605463504791,0.1606781463758602,1.23,ascent
0.0213605463504791,0.1619844727691599,1.24,ascent
0.0213605463504791,0.1632907991624596,1.25,ascent
0.0213605463504791,0.1645971255557592,1.26,ascent
0.0213605463504791,0.1659034519490589,1.27,ascent
0.0213605463504791,0.1672097783423586,1.28,ascent
0.0213605463504791,0.1685161047356583,1.29,ascent
0.0213605463504791,0.169822431128958,1.3,ascent
0.0213605463504791,0.1711287575222576,1.31,ascent
0.0213605463504791,0.1724350839155573,1.32,ascent
0.0213605463504791,0.173741410308857,1.33,ascent
0.0213605463504791,0.1750477367021567,1.34,ascent
0.0213605463504791,0.1763540630954563,1.35,ascent
0.0213605463504791,0.177660389488756,1.36,ascent
0.0213605463504791,0.1789667158820557,1.37,ascent
0.0213605463504791,0.1802730422753554,1.38,ascent
0.0213605463504791,0.1815793686686551,1.39,ascent
0.0213605463504791,0.1828856950619547,1.4,ascent
0.0213605463504791,0.1841920214552544,1.41,ascent
0.0213605463504791,0.1854983478485541,1.42,ascent
0.0213605463504791,0.1868046742418538,1.43,ascent
0.0213605463504791,0.1881110006351534,1.44,ascent
0.0213605463504791,0.1894173270284531,1.45,ascent
0.0213605463504791,0.1907236534217528,1.46,ascent
